,word_appear_set,class_word_appear_set,word_doc_set,doc_class_set,bdc
offici,"[25, 121, 128, 218, 83, 35, 13, 55]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[15, 81, 58, 81, 45, 13, 6, 33]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.106400228982
avg,"[663, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[407, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
shrs,"[659, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[412, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.989927386324
secur,"[129, 410, 26, 23, 36, 23, 8, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[95, 275, 17, 18, 24, 20, 7, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0906929668676
stake,"[50, 595, 6, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[37, 305, 5, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.788831751459
total,"[200, 247, 59, 40, 32, 13, 37, 18]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[134, 209, 40, 25, 28, 10, 21, 14]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0827411980007
tax,"[446, 24, 92, 30, 15, 25, 7, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[337, 23, 32, 12, 12, 10, 6, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.195968730166
than,"[195, 202, 66, 62, 42, 31, 10, 29]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[141, 159, 46, 51, 31, 17, 9, 24]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0103281978498
sell,"[49, 487, 35, 35, 22, 3, 0, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[41, 320, 24, 26, 17, 2, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.259873742628
six,"[405, 90, 22, 21, 40, 23, 19, 15]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[319, 78, 22, 18, 31, 19, 12, 14]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0781379319285
prior,"[589, 29, 2, 2, 0, 0, 7, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[528, 28, 2, 2, 0, 0, 7, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.656123642688
busi,"[229, 319, 8, 25, 13, 3, 27, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[142, 205, 7, 21, 11, 3, 15, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.209183724482
current,"[259, 161, 57, 42, 49, 29, 2, 15]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[205, 137, 42, 32, 31, 22, 2, 13]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0454208237591
hold,"[100, 409, 29, 10, 29, 19, 4, 9]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[80, 252, 20, 10, 22, 11, 4, 8]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.110933533719
we,"[116, 143, 82, 171, 52, 19, 2, 22]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[62, 84, 42, 86, 35, 12, 2, 12]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0979926606452
govern,"[40, 144, 102, 136, 65, 71, 16, 32]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[31, 81, 45, 73, 38, 32, 11, 22]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0742231176922
analyst,"[178, 258, 66, 51, 21, 28, 0, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[79, 76, 24, 9, 8, 12, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.118217877257
told,"[113, 183, 60, 139, 54, 16, 7, 32]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[102, 147, 51, 106, 44, 13, 6, 28]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.055932612257
three,"[311, 139, 39, 31, 23, 28, 9, 23]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[255, 124, 31, 29, 17, 24, 7, 22]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0326806124318
set,"[350, 89, 31, 58, 36, 23, 6, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[340, 78, 28, 41, 29, 17, 5, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0498329231333
meet,"[109, 170, 86, 117, 60, 28, 4, 22]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[96, 112, 44, 65, 34, 19, 2, 18]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0526632373503
if,"[81, 218, 75, 96, 69, 29, 6, 22]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[65, 150, 43, 63, 40, 15, 4, 17]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0434404982243
nation,"[88, 154, 56, 93, 93, 61, 14, 33]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[67, 87, 38, 61, 48, 33, 9, 19]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0626829833876
week,"[54, 126, 91, 70, 74, 62, 78, 35]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[45, 107, 52, 48, 36, 37, 28, 22]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.161177271532
foreign,"[75, 89, 74, 159, 113, 40, 17, 22]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[47, 48, 39, 87, 55, 21, 11, 16]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0831302053522
propos,"[71, 382, 39, 54, 24, 8, 0, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[53, 221, 25, 39, 12, 3, 0, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.150398911086
merger,"[29, 549, 3, 0, 0, 0, 0, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[21, 237, 2, 0, 0, 0, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.744885452954
their,"[52, 203, 59, 119, 81, 37, 0, 29]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[41, 157, 38, 70, 49, 28, 0, 21]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.120341296758
five,"[314, 136, 44, 26, 27, 16, 5, 12]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[259, 110, 36, 23, 23, 11, 4, 8]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0376609251834
div,"[578, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[503, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
cash,"[171, 352, 16, 0, 6, 12, 14, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[131, 264, 10, 0, 5, 7, 12, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.217133446718
today,"[79, 175, 75, 43, 94, 61, 8, 36]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[74, 132, 52, 36, 72, 43, 5, 25]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0867567377482
no,"[93, 234, 87, 64, 23, 21, 11, 35]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[82, 193, 63, 48, 21, 13, 6, 24]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0446137850087
financi,"[203, 261, 16, 37, 27, 11, 4, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[159, 168, 13, 19, 21, 8, 3, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0527060826034
approv,"[134, 364, 13, 31, 7, 7, 0, 9]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[100, 270, 12, 23, 6, 6, 0, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.201073992507
stg,"[167, 73, 16, 4, 212, 36, 49, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[66, 35, 4, 3, 53, 10, 4, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.296854768195
all,"[100, 305, 47, 52, 20, 12, 9, 20]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[83, 245, 39, 41, 18, 12, 6, 18]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0343609927545
state,"[70, 119, 85, 203, 43, 14, 2, 23]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[43, 85, 58, 101, 30, 10, 2, 15]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.146239134237
firm,"[69, 360, 37, 51, 18, 7, 3, 13]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[44, 206, 24, 31, 12, 7, 2, 11]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0931459758668
over,"[125, 174, 54, 91, 38, 25, 12, 39]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[96, 152, 41, 65, 25, 19, 8, 28]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0339879114393
system,"[138, 222, 17, 39, 116, 17, 6, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[113, 129, 10, 31, 56, 15, 4, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.179631304537
american,"[146, 319, 16, 49, 1, 4, 0, 13]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[91, 108, 16, 38, 1, 2, 0, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.217722777432
under,"[84, 273, 50, 55, 43, 13, 6, 17]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[74, 215, 42, 49, 31, 11, 5, 11]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0322235984449
make,"[132, 256, 34, 66, 25, 11, 2, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[111, 205, 29, 50, 22, 9, 2, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.058873840136
issu,"[130, 183, 25, 87, 33, 44, 19, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[81, 127, 24, 56, 21, 17, 8, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0597686702637
nine,"[443, 57, 4, 4, 11, 4, 2, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[338, 54, 4, 4, 10, 3, 1, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.346817744509
could,"[70, 196, 53, 82, 55, 30, 5, 33]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[52, 127, 36, 54, 35, 15, 4, 23]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0534289018689
against,"[159, 79, 34, 121, 71, 21, 21, 15]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[104, 65, 22, 76, 45, 16, 14, 13]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0645221199331
own,"[86, 359, 23, 19, 14, 3, 0, 12]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[70, 276, 18, 18, 13, 3, 0, 10]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.204565187471
loan,"[209, 135, 39, 22, 10, 47, 51, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[87, 76, 20, 10, 9, 25, 22, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.236746936905
agre,"[26, 325, 42, 54, 52, 9, 0, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[23, 264, 32, 39, 31, 7, 0, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.177369190087
purchas,"[50, 385, 25, 21, 23, 3, 1, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[41, 288, 16, 14, 18, 3, 1, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.207145854126
manag,"[104, 343, 17, 12, 17, 9, 0, 11]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[84, 215, 13, 10, 9, 6, 0, 9]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.177429919264
complet,"[58, 419, 16, 10, 2, 1, 0, 6]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[48, 289, 13, 10, 2, 1, 0, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.405868668071
februari,"[100, 52, 80, 81, 52, 26, 106, 10]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[95, 48, 34, 22, 31, 19, 29, 9]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.311483316367
januari,"[145, 42, 32, 84, 36, 16, 140, 11]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[132, 41, 15, 34, 16, 11, 28, 11]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.447578738449
some,"[85, 148, 68, 84, 69, 30, 8, 12]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[64, 98, 46, 54, 46, 22, 2, 10]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0463507345194
ad,"[127, 133, 70, 89, 34, 17, 6, 18]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[106, 116, 50, 70, 27, 14, 4, 15]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0282004098095
credit,"[258, 86, 19, 40, 26, 38, 21, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[207, 46, 10, 10, 14, 19, 9, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.107226789928
general,"[131, 209, 26, 70, 13, 11, 5, 22]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[83, 92, 21, 60, 11, 10, 5, 14]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0489621891312
asset,"[157, 294, 2, 1, 8, 5, 17, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[122, 193, 2, 1, 5, 4, 7, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.278566564142
countri,"[28, 31, 101, 238, 56, 16, 2, 13]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[21, 29, 59, 113, 36, 13, 2, 12]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.23299789269
rais,"[141, 136, 75, 21, 13, 84, 5, 9]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[113, 99, 36, 17, 12, 44, 2, 9]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.190782341163
continu,"[167, 144, 51, 43, 30, 19, 2, 24]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[134, 126, 33, 30, 20, 14, 2, 19]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0420368564675
export,"[26, 10, 130, 258, 25, 2, 1, 23]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[16, 7, 54, 110, 16, 2, 1, 17]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.342513987268
say,"[58, 140, 81, 66, 75, 25, 2, 23]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[49, 110, 58, 49, 46, 19, 1, 13]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0895238398256
term,"[73, 286, 20, 35, 17, 18, 12, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[57, 265, 13, 26, 14, 13, 9, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0580065701539
announc,"[101, 253, 25, 40, 16, 26, 1, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[84, 208, 20, 35, 14, 19, 1, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0862813140917
rise,"[149, 18, 56, 45, 45, 40, 96, 17]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[95, 16, 38, 29, 31, 24, 38, 15]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.296610657671
rose,"[197, 38, 25, 30, 17, 8, 144, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[116, 25, 16, 21, 14, 7, 48, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.594570139491
take,"[69, 182, 34, 89, 57, 12, 4, 14]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[56, 138, 28, 60, 50, 11, 3, 10]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0655168256821
major,"[96, 136, 36, 64, 68, 35, 14, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[71, 112, 27, 51, 44, 28, 14, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0593164974796
dollar,"[85, 17, 15, 44, 254, 24, 11, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[61, 16, 9, 24, 77, 12, 6, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.423756298235
cut,"[82, 45, 54, 98, 19, 142, 0, 11]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[58, 37, 35, 58, 12, 47, 0, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.354311260861
there,"[59, 118, 66, 85, 41, 34, 14, 33]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[48, 78, 51, 56, 25, 21, 8, 25]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.047870035507
world,"[67, 104, 83, 132, 28, 22, 0, 13]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[39, 58, 43, 65, 15, 6, 0, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.142886775415
subsidiari,"[117, 296, 19, 3, 1, 4, 0, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[94, 238, 16, 2, 1, 4, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.320967448363
made,"[98, 210, 34, 60, 21, 5, 5, 10]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[88, 170, 32, 43, 18, 5, 5, 9]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.041263363471
servic,"[144, 215, 16, 34, 4, 2, 4, 20]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[108, 127, 9, 27, 4, 2, 1, 16]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.125154573351
japanes,"[18, 103, 22, 246, 28, 4, 1, 15]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[14, 29, 8, 78, 9, 4, 1, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.332790648096
four,"[244, 100, 23, 19, 15, 15, 7, 12]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[210, 79, 21, 17, 14, 14, 6, 12]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0381915347264
qtli,"[435, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[385, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
feder,"[78, 178, 18, 23, 40, 56, 31, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[56, 115, 10, 15, 29, 34, 24, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.165178433959
spokesman,"[50, 199, 50, 39, 13, 22, 14, 41]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[38, 124, 27, 24, 10, 18, 7, 30]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0911837553274
period,"[283, 48, 15, 28, 15, 17, 18, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[235, 40, 15, 24, 13, 15, 9, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.1230979798
statement,"[103, 191, 48, 26, 26, 9, 22, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[83, 143, 28, 18, 18, 9, 14, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.101547121875
previous,"[180, 165, 20, 8, 11, 11, 30, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[150, 149, 14, 6, 8, 9, 21, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.219376554787
into,"[73, 197, 39, 51, 27, 15, 3, 19]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[61, 162, 32, 42, 21, 10, 3, 12]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.037284836159
earlier,"[180, 123, 27, 35, 18, 11, 18, 9]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[141, 105, 25, 27, 18, 10, 11, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0500271510321
capit,"[181, 184, 6, 9, 23, 9, 4, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[126, 130, 6, 7, 11, 6, 2, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0948311764602
bid,"[14, 338, 16, 12, 17, 12, 0, 12]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[10, 186, 7, 10, 6, 3, 0, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.225574407101
close,"[84, 207, 42, 26, 27, 14, 1, 19]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[77, 174, 26, 20, 22, 13, 1, 14]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0669895761557
time,"[87, 148, 34, 58, 49, 18, 9, 15]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[65, 119, 25, 44, 33, 11, 6, 13]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.021637201052
day,"[23, 85, 130, 28, 24, 85, 18, 21]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[19, 69, 93, 23, 15, 24, 9, 17]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.17296255466
debt,"[138, 97, 22, 63, 30, 48, 6, 10]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[97, 68, 12, 25, 13, 14, 4, 9]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0755130748303
import,"[24, 22, 86, 247, 20, 6, 0, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[18, 22, 43, 116, 14, 6, 0, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.386641108433
presid,"[83, 137, 75, 74, 20, 9, 1, 11]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[69, 103, 48, 57, 18, 8, 1, 7]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0925811234458
develop,"[113, 99, 69, 87, 24, 13, 2, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[86, 77, 38, 45, 19, 10, 2, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.100527294751
cost,"[257, 50, 31, 34, 3, 12, 0, 22]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[171, 43, 22, 24, 3, 9, 0, 12]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.17386515775
mark,"[229, 63, 1, 13, 56, 29, 13, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[44, 29, 1, 5, 25, 7, 6, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.192183485302
split,"[389, 11, 1, 0, 0, 1, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[205, 9, 1, 0, 0, 1, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.784780195709
see,"[227, 42, 32, 60, 12, 26, 2, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[206, 37, 26, 49, 11, 15, 2, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.12395514802
exclud,"[360, 15, 2, 9, 2, 0, 11, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[261, 13, 2, 6, 2, 0, 10, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.49595331106
outstand,"[84, 289, 0, 0, 3, 5, 13, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[72, 232, 0, 0, 3, 4, 9, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.393705377044
control,"[38, 292, 6, 30, 19, 1, 3, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[34, 189, 6, 18, 8, 1, 2, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.210339876763
ani,"[58, 174, 31, 65, 32, 12, 3, 17]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[49, 130, 27, 45, 27, 9, 2, 13]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0473358428304
reserv,"[75, 41, 61, 11, 66, 59, 74, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[60, 35, 29, 10, 40, 25, 38, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.335166125127
mths,"[387, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[313, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
compar,"[201, 29, 25, 34, 35, 18, 40, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[157, 27, 18, 24, 31, 17, 25, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.205413706093
becaus,"[102, 107, 65, 52, 30, 18, 4, 6]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[80, 90, 48, 41, 22, 14, 2, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0411155962424
money,"[9, 18, 3, 12, 151, 61, 125, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[8, 15, 3, 7, 73, 28, 49, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.480378485676
chairman,"[114, 209, 9, 27, 13, 1, 1, 6]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[99, 160, 8, 25, 9, 1, 1, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.142008110842
financ,"[65, 170, 18, 25, 58, 34, 4, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[56, 119, 13, 23, 36, 21, 3, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.114800200465
talk,"[19, 167, 21, 112, 33, 7, 0, 19]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[13, 103, 16, 57, 20, 6, 0, 10]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.18447180566
tender,"[7, 356, 2, 1, 5, 7, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[6, 168, 2, 1, 3, 4, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.612030787501
